"full_path","source_root","relative_path","name","extension","size_bytes","size_mb","modified_time","sheet_count","approx_rows","approx_columns","encoding","possible_source","probable_content","key_variables_identified","thematic_category","potential_utility","status","compressed_entry_count","compressed_entry_extensions","observations"
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_NU.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_NU.csv","WID_data_NU.csv",".csv","416838","0.398","2026-06-19T10:13:44",,"11702","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_NZ.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_NZ.csv","WID_data_NZ.csv",".csv","40889765","38.996","2026-06-19T10:13:45",,"879738","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OA-MER.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OA-MER.csv","WID_data_OA-MER.csv",".csv","19834893","18.916","2026-06-19T10:13:48",,"461853","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OA-PPP.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OA-PPP.csv","WID_data_OA-PPP.csv",".csv","22421283","21.383","2026-06-19T10:13:48",,"523445","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OA.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OA.csv","WID_data_OA.csv",".csv","11520777","10.987","2026-06-19T10:13:48",,"242945","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OB-MER.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OB-MER.csv","WID_data_OB-MER.csv",".csv","19753812","18.839","2026-06-19T10:13:48",,"457553","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OB-PPP.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OB-PPP.csv","WID_data_OB-PPP.csv",".csv","22453842","21.414","2026-06-19T10:13:49",,"502278","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OB.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OB.csv","WID_data_OB.csv",".csv","11527248","10.993","2026-06-19T10:13:48",,"243785","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OC-MER.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OC-MER.csv","WID_data_OC-MER.csv",".csv","20006402","19.08","2026-06-19T10:13:49",,"445698","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OC-PPP.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OC-PPP.csv","WID_data_OC-PPP.csv",".csv","22594221","21.548","2026-06-19T10:13:49",,"507486","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OC.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OC.csv","WID_data_OC.csv",".csv","11578145","11.042","2026-06-19T10:13:49",,"244508","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OD-MER.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OD-MER.csv","WID_data_OD-MER.csv",".csv","19872851","18.952","2026-06-19T10:13:49",,"455459","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OD-PPP.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OD-PPP.csv","WID_data_OD-PPP.csv",".csv","22462879","21.422","2026-06-19T10:13:52",,"502480","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OD.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OD.csv","WID_data_OD.csv",".csv","11530053","10.996","2026-06-19T10:13:49",,"242085","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OE-MER.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OE-MER.csv","WID_data_OE-MER.csv",".csv","19897972","18.976","2026-06-19T10:13:53",,"451784","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OE-PPP.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OE-PPP.csv","WID_data_OE-PPP.csv",".csv","22486316","21.445","2026-06-19T10:13:53",,"522905","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OE.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OE.csv","WID_data_OE.csv",".csv","11532031","10.998","2026-06-19T10:13:52",,"243534","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OH-MER.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OH-MER.csv","WID_data_OH-MER.csv",".csv","19866734","18.946","2026-06-19T10:13:53",,"451681","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OH-PPP.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OH-PPP.csv","WID_data_OH-PPP.csv",".csv","22417048","21.379","2026-06-19T10:13:53",,"513769","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OH.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OH.csv","WID_data_OH.csv",".csv","11263687","10.742","2026-06-19T10:13:53",,"246805","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OI-MER.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OI-MER.csv","WID_data_OI-MER.csv",".csv","19845635","18.926","2026-06-19T10:13:53",,"445751","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OI-PPP.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OI-PPP.csv","WID_data_OI-PPP.csv",".csv","22479105","21.438","2026-06-19T10:13:53",,"513133","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OI.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OI.csv","WID_data_OI.csv",".csv","11534618","11","2026-06-19T10:13:53",,"242533","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OJ-MER.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OJ-MER.csv","WID_data_OJ-MER.csv",".csv","19751283","18.836","2026-06-19T10:13:53",,"468345","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OJ-PPP.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OJ-PPP.csv","WID_data_OJ-PPP.csv",".csv","22368896","21.333","2026-06-19T10:13:53",,"515396","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OJ.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OJ.csv","WID_data_OJ.csv",".csv","11495714","10.963","2026-06-19T10:13:53",,"240312","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
"${DATA_PART_II}\20_WID\raw_unzipped\WID_data_OK-MER.csv","${DATA_PART_II}","20_WID\raw_unzipped\WID_data_OK-MER.csv","WID_data_OK-MER.csv",".csv","20030224","19.102","2026-06-19T10:13:54",,"468846","7","unknown or UTF-8 without BOM","local file; source not explicit from name","Content inferred from file name and sampled fields only.","country; year; value","other","unclear until manual review","pending","","","Rows estimated from first sample bytes; file not fully scanned. Delimiter: ;."
